"phrase_id","target_phoneme","target_word_indexes","target_syllable_indexes","phonetic_variant","text","cmu_phonetics","pronounciation_guide","syllable_parts","stress_category","words","syllabified_words","cmu","gibberish","audio_id","audio_file_url","gender"
"zunewfmrmc","OW1","[1]","[0]","null","mind *blowing*","M_AY1_N_D B_L_OW1|IH0_NG","m_ay_n_d b_l_ow|i_ng","mind blow|ing","null","[""mind"",""*blowing*""]","[""mind"",""blow|ing""]","[""M_AY1_N_D"",""B_L_OW1|IH0_NG""]","[""m_ay_n_d"",""b_l_ow|i_ng""]","zF3efK-ZeZHyiqOPYtDCU","F1/F1-421.mp3","FEMALE"
"zunewfmrmc","OW1","[1]","[0]","null","mind *blowing*","M_AY1_N_D B_L_OW1|IH0_NG","m_ay_n_d b_l_ow|i_ng","mind blow|ing","null","[""mind"",""*blowing*""]","[""mind"",""blow|ing""]","[""M_AY1_N_D"",""B_L_OW1|IH0_NG""]","[""m_ay_n_d"",""b_l_ow|i_ng""]","LJE6h8RQL9B7XAeWUqWqE","F2/F2-421.mp3","FEMALE"
"zunewfmrmc","OW1","[1]","[0]","null","mind *blowing*","M_AY1_N_D B_L_OW1|IH0_NG","m_ay_n_d b_l_ow|i_ng","mind blow|ing","null","[""mind"",""*blowing*""]","[""mind"",""blow|ing""]","[""M_AY1_N_D"",""B_L_OW1|IH0_NG""]","[""m_ay_n_d"",""b_l_ow|i_ng""]","wPgZO0902_0n-bCq4agWV","M1/M1-421.mp3","MALE"
"kcaxqfcztv","AO1","[1]","[0]","null","a *law* degree","AH0 L_AO1 D_IH0|G_R_IY1","uh l_aw d_i|g_r_ee","a law de|gree","null","[""a"",""*law*"",""degree""]","[""a"",""law"",""de|gree""]","[""AH0"",""L_AO1"",""D_IH0|G_R_IY1""]","[""uh"",""l_aw"",""d_i|g_r_ee""]","V--srto3DopE1paXk7hGJ","F1/F1-422.mp3","FEMALE"
"kcaxqfcztv","AO1","[1]","[0]","null","a *law* degree","AH0 L_AO1 D_IH0|G_R_IY1","uh l_aw d_i|g_r_ee","a law de|gree","null","[""a"",""*law*"",""degree""]","[""a"",""law"",""de|gree""]","[""AH0"",""L_AO1"",""D_IH0|G_R_IY1""]","[""uh"",""l_aw"",""d_i|g_r_ee""]","Tt34LDHtvZ6npZrUGegj1","F2/F2-422.mp3","FEMALE"
"kcaxqfcztv","AO1","[1]","[0]","null","a *law* degree","AH0 L_AO1 D_IH0|G_R_IY1","uh l_aw d_i|g_r_ee","a law de|gree","null","[""a"",""*law*"",""degree""]","[""a"",""law"",""de|gree""]","[""AH0"",""L_AO1"",""D_IH0|G_R_IY1""]","[""uh"",""l_aw"",""d_i|g_r_ee""]","ngEWc4fhTmZmeS2WMFcwQ","M1/M1-422.mp3","MALE"
"qwaqgyjchv","OW1","[2]","[0]","null","answer the *phone*","AE1_N|S_ER0 DH_AH0 F_OW1_N","a_n|s_uhr th_uh f_ow_n","an|swer the phone","null","[""answer"",""the"",""*phone*""]","[""an|swer"",""the"",""phone""]","[""AE1_N|S_ER0"",""DH_AH0"",""F_OW1_N""]","[""a_n|s_uhr"",""th_uh"",""f_ow_n""]","P3NlN2HK0E8Jj2MDYNKYY","F1/F1-423.mp3","FEMALE"
"qwaqgyjchv","OW1","[2]","[0]","null","answer the *phone*","AE1_N|S_ER0 DH_AH0 F_OW1_N","a_n|s_uhr th_uh f_ow_n","an|swer the phone","null","[""answer"",""the"",""*phone*""]","[""an|swer"",""the"",""phone""]","[""AE1_N|S_ER0"",""DH_AH0"",""F_OW1_N""]","[""a_n|s_uhr"",""th_uh"",""f_ow_n""]","Ej0nhr6bSGXOhVDoBe6AB","F2/F2-423.mp3","FEMALE"
"qwaqgyjchv","OW1","[2]","[0]","null","answer the *phone*","AE1_N|S_ER0 DH_AH0 F_OW1_N","a_n|s_uhr th_uh f_ow_n","an|swer the phone","null","[""answer"",""the"",""*phone*""]","[""an|swer"",""the"",""phone""]","[""AE1_N|S_ER0"",""DH_AH0"",""F_OW1_N""]","[""a_n|s_uhr"",""th_uh"",""f_ow_n""]","iRUZMGbquycCyLQvGzpnW","M1/M1-423.mp3","MALE"
"xhwcvcnnnf","null","null","null","null","launch","L_AO1_N_CH","l_aw_n_ch","launch","null","[""launch""]","[""launch""]","[""L_AO1_N_CH""]","[""l_aw_n_ch""]","eM0dEElv6uP1frgyyfXRz","F1/F1-425.mp3","FEMALE"
"xhwcvcnnnf","AO1","[0]","[0]","null","launch","L_AO1_N_CH","l_aw_n_ch","launch","null","[""launch""]","[""launch""]","[""L_AO1_N_CH""]","[""l_aw_n_ch""]","eM0dEElv6uP1frgyyfXRz","F1/F1-425.mp3","FEMALE"
"xhwcvcnnnf","null","null","null","null","launch","L_AO1_N_CH","l_aw_n_ch","launch","null","[""launch""]","[""launch""]","[""L_AO1_N_CH""]","[""l_aw_n_ch""]","3jiGBIjm24rw1PKMQV-61","F2/F2-425.mp3","FEMALE"
"xhwcvcnnnf","AO1","[0]","[0]","null","launch","L_AO1_N_CH","l_aw_n_ch","launch","null","[""launch""]","[""launch""]","[""L_AO1_N_CH""]","[""l_aw_n_ch""]","3jiGBIjm24rw1PKMQV-61","F2/F2-425.mp3","FEMALE"
"xhwcvcnnnf","null","null","null","null","launch","L_AO1_N_CH","l_aw_n_ch","launch","null","[""launch""]","[""launch""]","[""L_AO1_N_CH""]","[""l_aw_n_ch""]","tjI0QB6mdzQwgKAO291w6","M1/M1-425.mp3","MALE"
"xhwcvcnnnf","AO1","[0]","[0]","null","launch","L_AO1_N_CH","l_aw_n_ch","launch","null","[""launch""]","[""launch""]","[""L_AO1_N_CH""]","[""l_aw_n_ch""]","tjI0QB6mdzQwgKAO291w6","M1/M1-425.mp3","MALE"
"yqtybrtqes","null","null","null","null","stone","S_T_OW1_N","s_t_ow_n","stone","null","[""stone""]","[""stone""]","[""S_T_OW1_N""]","[""s_t_ow_n""]","S2KN_j8Bpy6i8xu6dLbN3","F1/F1-426.mp3","FEMALE"
"yqtybrtqes","OW1","[0]","[0]","null","stone","S_T_OW1_N","s_t_ow_n","stone","null","[""stone""]","[""stone""]","[""S_T_OW1_N""]","[""s_t_ow_n""]","S2KN_j8Bpy6i8xu6dLbN3","F1/F1-426.mp3","FEMALE"
"yqtybrtqes","null","null","null","null","stone","S_T_OW1_N","s_t_ow_n","stone","null","[""stone""]","[""stone""]","[""S_T_OW1_N""]","[""s_t_ow_n""]","SCDDOrgwkJ0kxNuRclLa3","F2/F2-426.mp3","FEMALE"
"yqtybrtqes","OW1","[0]","[0]","null","stone","S_T_OW1_N","s_t_ow_n","stone","null","[""stone""]","[""stone""]","[""S_T_OW1_N""]","[""s_t_ow_n""]","SCDDOrgwkJ0kxNuRclLa3","F2/F2-426.mp3","FEMALE"
"yqtybrtqes","null","null","null","null","stone","S_T_OW1_N","s_t_ow_n","stone","null","[""stone""]","[""stone""]","[""S_T_OW1_N""]","[""s_t_ow_n""]","uvvAqX3iYFBpv-rYntffv","M1/M1-426.mp3","MALE"
"yqtybrtqes","OW1","[0]","[0]","null","stone","S_T_OW1_N","s_t_ow_n","stone","null","[""stone""]","[""stone""]","[""S_T_OW1_N""]","[""s_t_ow_n""]","uvvAqX3iYFBpv-rYntffv","M1/M1-426.mp3","MALE"
"stznyvxenf","OW2","[0]","[1]","null","download","D_AW1_N|L_OW2_D","d_au_n|l_ow_d","down|load","null","[""download""]","[""down|load""]","[""D_AW1_N|L_OW2_D""]","[""d_au_n|l_ow_d""]","Yq6DhkpPRJmGQaca2qdnG","F1/F1-427.mp3","FEMALE"
"stznyvxenf","OW2","[0]","[1]","null","download","D_AW1_N|L_OW2_D","d_au_n|l_ow_d","down|load","null","[""download""]","[""down|load""]","[""D_AW1_N|L_OW2_D""]","[""d_au_n|l_ow_d""]","0neltE5CcAYfCH-thd_t_","F2/F2-427.mp3","FEMALE"
"stznyvxenf","OW2","[0]","[1]","null","download","D_AW1_N|L_OW2_D","d_au_n|l_ow_d","down|load","null","[""download""]","[""down|load""]","[""D_AW1_N|L_OW2_D""]","[""d_au_n|l_ow_d""]","tPB81hEfstAvNFXDY9dj3","M1/M1-427.mp3","MALE"
"scfbumvmae","OW1","[7]","[0]","null","I have a bit of a sore *throat*.","AY1 HH_AE1_V AH0 B_IH1_T AH1_V AH0 S_AO1_R TH_R_OW1_T","ay h_a_v uh b_i_t uh_v uh s_aw_r th_r_ow_t","I have a bit of a sore throat","null","[""I"",""have"",""a"",""bit"",""of"",""a"",""sore"",""*throat*.""]","[""I"",""have"",""a"",""bit"",""of"",""a"",""sore"",""throat""]","[""AY1"",""HH_AE1_V"",""AH0"",""B_IH1_T"",""AH1_V"",""AH0"",""S_AO1_R"",""TH_R_OW1_T""]","[""ay"",""h_a_v"",""uh"",""b_i_t"",""uh_v"",""uh"",""s_aw_r"",""th_r_ow_t""]","S7hFjpIH3dLKbJmUTQ-nD","F1/F1-428.mp3","FEMALE"
"scfbumvmae","OW1","[7]","[0]","null","I have a bit of a sore *throat*.","AY1 HH_AE1_V AH0 B_IH1_T AH1_V AH0 S_AO1_R TH_R_OW1_T","ay h_a_v uh b_i_t uh_v uh s_aw_r th_r_ow_t","I have a bit of a sore throat","null","[""I"",""have"",""a"",""bit"",""of"",""a"",""sore"",""*throat*.""]","[""I"",""have"",""a"",""bit"",""of"",""a"",""sore"",""throat""]","[""AY1"",""HH_AE1_V"",""AH0"",""B_IH1_T"",""AH1_V"",""AH0"",""S_AO1_R"",""TH_R_OW1_T""]","[""ay"",""h_a_v"",""uh"",""b_i_t"",""uh_v"",""uh"",""s_aw_r"",""th_r_ow_t""]","CWATKpBhHju-PzFVqYttP","F2/F2-428.mp3","FEMALE"
"scfbumvmae","OW1","[7]","[0]","null","I have a bit of a sore *throat*.","AY1 HH_AE1_V AH0 B_IH1_T AH1_V AH0 S_AO1_R TH_R_OW1_T","ay h_a_v uh b_i_t uh_v uh s_aw_r th_r_ow_t","I have a bit of a sore throat","null","[""I"",""have"",""a"",""bit"",""of"",""a"",""sore"",""*throat*.""]","[""I"",""have"",""a"",""bit"",""of"",""a"",""sore"",""throat""]","[""AY1"",""HH_AE1_V"",""AH0"",""B_IH1_T"",""AH1_V"",""AH0"",""S_AO1_R"",""TH_R_OW1_T""]","[""ay"",""h_a_v"",""uh"",""b_i_t"",""uh_v"",""uh"",""s_aw_r"",""th_r_ow_t""]","6ZMaEnV9r7AShrR41E4EY","M1/M1-428.mp3","MALE"
"fucxnbukgk","OW1","[3]","[0]","null","How do you *know*?","HH_AW1 D_UW1 Y_UW1 N_OW1","h_au d_oo y_oo n_ow","How do you know","null","[""How"",""do"",""you"",""*know*?""]","[""How"",""do"",""you"",""know""]","[""HH_AW1"",""D_UW1"",""Y_UW1"",""N_OW1""]","[""h_au"",""d_oo"",""y_oo"",""n_ow""]","MaaNJLSLk-RFXusDEMWgy","F1/F1-429.mp3","FEMALE"
"fucxnbukgk","OW1","[3]","[0]","null","How do you *know*?","HH_AW1 D_UW1 Y_UW1 N_OW1","h_au d_oo y_oo n_ow","How do you know","null","[""How"",""do"",""you"",""*know*?""]","[""How"",""do"",""you"",""know""]","[""HH_AW1"",""D_UW1"",""Y_UW1"",""N_OW1""]","[""h_au"",""d_oo"",""y_oo"",""n_ow""]","34CG69xaEfhlAtKhoG1Cs","F2/F2-429.mp3","FEMALE"
"fucxnbukgk","OW1","[3]","[0]","null","How do you *know*?","HH_AW1 D_UW1 Y_UW1 N_OW1","h_au d_oo y_oo n_ow","How do you know","null","[""How"",""do"",""you"",""*know*?""]","[""How"",""do"",""you"",""know""]","[""HH_AW1"",""D_UW1"",""Y_UW1"",""N_OW1""]","[""h_au"",""d_oo"",""y_oo"",""n_ow""]","_rKj5A5l-gEOPFzuRXbR6","M1/M1-429.mp3","MALE"
"vchyfmyquy","AA1","[6]","[0]","null","I don't like the taste of *cauliflower*.","AY1 D_OW1_N_T L_AY1_K DH_AH0 T_EY1_S_T AH1_V K_AA1|L_AH0|F_L_AW2|ER0","ay d_ow_n_t l_ay_k th_uh t_ey_s_t uh_v k_aw|l_uh|f_l_au|uhr","I don't like the taste of cau|li|flow|er","null","[""I"",""don't"",""like"",""the"",""taste"",""of"",""*cauliflower*.""]","[""I"",""don't"",""like"",""the"",""taste"",""of"",""cau|li|flow|er""]","[""AY1"",""D_OW1_N_T"",""L_AY1_K"",""DH_AH0"",""T_EY1_S_T"",""AH1_V"",""K_AA1|L_AH0|F_L_AW2|ER0""]","[""ay"",""d_ow_n_t"",""l_ay_k"",""th_uh"",""t_ey_s_t"",""uh_v"",""k_aw|l_uh|f_l_au|uhr""]","PNszlYcusVBGerXSTv6dT","F1/F1-430.mp3","FEMALE"
"vchyfmyquy","AA1","[6]","[0]","null","I don't like the taste of *cauliflower*.","AY1 D_OW1_N_T L_AY1_K DH_AH0 T_EY1_S_T AH1_V K_AA1|L_AH0|F_L_AW2|ER0","ay d_ow_n_t l_ay_k th_uh t_ey_s_t uh_v k_aw|l_uh|f_l_au|uhr","I don't like the taste of cau|li|flow|er","null","[""I"",""don't"",""like"",""the"",""taste"",""of"",""*cauliflower*.""]","[""I"",""don't"",""like"",""the"",""taste"",""of"",""cau|li|flow|er""]","[""AY1"",""D_OW1_N_T"",""L_AY1_K"",""DH_AH0"",""T_EY1_S_T"",""AH1_V"",""K_AA1|L_AH0|F_L_AW2|ER0""]","[""ay"",""d_ow_n_t"",""l_ay_k"",""th_uh"",""t_ey_s_t"",""uh_v"",""k_aw|l_uh|f_l_au|uhr""]","xyqVaO4nLE90-ciyJVIcj","F2/F2-430.mp3","FEMALE"
"vchyfmyquy","AA1","[6]","[0]","null","I don't like the taste of *cauliflower*.","AY1 D_OW1_N_T L_AY1_K DH_AH0 T_EY1_S_T AH1_V K_AA1|L_AH0|F_L_AW2|ER0","ay d_ow_n_t l_ay_k th_uh t_ey_s_t uh_v k_aw|l_uh|f_l_au|uhr","I don't like the taste of cau|li|flow|er","null","[""I"",""don't"",""like"",""the"",""taste"",""of"",""*cauliflower*.""]","[""I"",""don't"",""like"",""the"",""taste"",""of"",""cau|li|flow|er""]","[""AY1"",""D_OW1_N_T"",""L_AY1_K"",""DH_AH0"",""T_EY1_S_T"",""AH1_V"",""K_AA1|L_AH0|F_L_AW2|ER0""]","[""ay"",""d_ow_n_t"",""l_ay_k"",""th_uh"",""t_ey_s_t"",""uh_v"",""k_aw|l_uh|f_l_au|uhr""]","MUDR3O70Mh6P4WpRKMBhp","M1/M1-430.mp3","MALE"
"vsbreqttzu","OW1","[4]","[0]","null","It's good to shop *locally*.","IH1_T_S G_UH1_D T_UW1 SH_AA1_P L_OW1|K_AH0|L_IY0","i_t_s g_u_d t_oo sh_o_p l_ow|k_uh|l_ee","It's good to shop lo|cal|ly","null","[""It's"",""good"",""to"",""shop"",""*locally*.""]","[""It's"",""good"",""to"",""shop"",""lo|cal|ly""]","[""IH1_T_S"",""G_UH1_D"",""T_UW1"",""SH_AA1_P"",""L_OW1|K_AH0|L_IY0""]","[""i_t_s"",""g_u_d"",""t_oo"",""sh_o_p"",""l_ow|k_uh|l_ee""]","75ApDePI-JwcfGcmtkRl0","F1/F1-431.mp3","FEMALE"
"vsbreqttzu","OW1","[4]","[0]","null","It's good to shop *locally*.","IH1_T_S G_UH1_D T_UW1 SH_AA1_P L_OW1|K_AH0|L_IY0","i_t_s g_u_d t_oo sh_o_p l_ow|k_uh|l_ee","It's good to shop lo|cal|ly","null","[""It's"",""good"",""to"",""shop"",""*locally*.""]","[""It's"",""good"",""to"",""shop"",""lo|cal|ly""]","[""IH1_T_S"",""G_UH1_D"",""T_UW1"",""SH_AA1_P"",""L_OW1|K_AH0|L_IY0""]","[""i_t_s"",""g_u_d"",""t_oo"",""sh_o_p"",""l_ow|k_uh|l_ee""]","OyDUGYR2H0uEHqKMt-QYr","F2/F2-431.mp3","FEMALE"
"vsbreqttzu","OW1","[4]","[0]","null","It's good to shop *locally*.","IH1_T_S G_UH1_D T_UW1 SH_AA1_P L_OW1|K_AH0|L_IY0","i_t_s g_u_d t_oo sh_o_p l_ow|k_uh|l_ee","It's good to shop lo|cal|ly","null","[""It's"",""good"",""to"",""shop"",""*locally*.""]","[""It's"",""good"",""to"",""shop"",""lo|cal|ly""]","[""IH1_T_S"",""G_UH1_D"",""T_UW1"",""SH_AA1_P"",""L_OW1|K_AH0|L_IY0""]","[""i_t_s"",""g_u_d"",""t_oo"",""sh_o_p"",""l_ow|k_uh|l_ee""]","FCRibp99Yi2_ftG5XYj5H","M1/M1-431.mp3","MALE"
"qxkxqvvsnv","OW1","[5]","[0]","null","I'm applying for a graduate *program*.","AY1_M AH0|P_L_AY1|IH0_NG F_AO1_R AH0 G_R_AE1|JH_AH0|W_AH0_T P_R_OW1|G_R_AE2_M","ay_m uh|p_l_ay|i_ng f_aw_r uh g_r_a|dj_uh|w_uh_t p_r_ow|g_r_a_m","I'm ap|ply|ing for a grad|u|ate pro|gram","null","[""I'm"",""applying"",""for"",""a"",""graduate"",""*program*.""]","[""I'm"",""ap|ply|ing"",""for"",""a"",""grad|u|ate"",""pro|gram""]","[""AY1_M"",""AH0|P_L_AY1|IH0_NG"",""F_AO1_R"",""AH0"",""G_R_AE1|JH_AH0|W_AH0_T"",""P_R_OW1|G_R_AE2_M""]","[""ay_m"",""uh|p_l_ay|i_ng"",""f_aw_r"",""uh"",""g_r_a|dj_uh|w_uh_t"",""p_r_ow|g_r_a_m""]","FaA7YNQ7Q4dhuO3Unzebd","F1/F1-432.mp3","FEMALE"
"qxkxqvvsnv","OW1","[5]","[0]","null","I'm applying for a graduate *program*.","AY1_M AH0|P_L_AY1|IH0_NG F_AO1_R AH0 G_R_AE1|JH_AH0|W_AH0_T P_R_OW1|G_R_AE2_M","ay_m uh|p_l_ay|i_ng f_aw_r uh g_r_a|dj_uh|w_uh_t p_r_ow|g_r_a_m","I'm ap|ply|ing for a grad|u|ate pro|gram","null","[""I'm"",""applying"",""for"",""a"",""graduate"",""*program*.""]","[""I'm"",""ap|ply|ing"",""for"",""a"",""grad|u|ate"",""pro|gram""]","[""AY1_M"",""AH0|P_L_AY1|IH0_NG"",""F_AO1_R"",""AH0"",""G_R_AE1|JH_AH0|W_AH0_T"",""P_R_OW1|G_R_AE2_M""]","[""ay_m"",""uh|p_l_ay|i_ng"",""f_aw_r"",""uh"",""g_r_a|dj_uh|w_uh_t"",""p_r_ow|g_r_a_m""]","IeGNM1LHMiZSXQAbM65Vp","F2/F2-432.mp3","FEMALE"
"qxkxqvvsnv","OW1","[5]","[0]","null","I'm applying for a graduate *program*.","AY1_M AH0|P_L_AY1|IH0_NG F_AO1_R AH0 G_R_AE1|JH_AH0|W_AH0_T P_R_OW1|G_R_AE2_M","ay_m uh|p_l_ay|i_ng f_aw_r uh g_r_a|dj_uh|w_uh_t p_r_ow|g_r_a_m","I'm ap|ply|ing for a grad|u|ate pro|gram","null","[""I'm"",""applying"",""for"",""a"",""graduate"",""*program*.""]","[""I'm"",""ap|ply|ing"",""for"",""a"",""grad|u|ate"",""pro|gram""]","[""AY1_M"",""AH0|P_L_AY1|IH0_NG"",""F_AO1_R"",""AH0"",""G_R_AE1|JH_AH0|W_AH0_T"",""P_R_OW1|G_R_AE2_M""]","[""ay_m"",""uh|p_l_ay|i_ng"",""f_aw_r"",""uh"",""g_r_a|dj_uh|w_uh_t"",""p_r_ow|g_r_a_m""]","PyJfS_xRfgH-v3yFzFWxv","M1/M1-432.mp3","MALE"
"smeufneqkh","OW0","[3]","[2]","null","How long do *potatoes* need to boil?","HH_AW1 L_AO1_NG D_UW1 P_AH0|T_EY1|T_OW0_Z N_IY1_D T_UW1 B_OY1_L","h_au l_aw_ng d_oo p_uh|t_ey|t_ow_z n_ee_d t_oo b_oy_l","How long do po|ta|toes need to boil","null","[""How"",""long"",""do"",""*potatoes*"",""need"",""to"",""boil?""]","[""How"",""long"",""do"",""po|ta|toes"",""need"",""to"",""boil""]","[""HH_AW1"",""L_AO1_NG"",""D_UW1"",""P_AH0|T_EY1|T_OW0_Z"",""N_IY1_D"",""T_UW1"",""B_OY1_L""]","[""h_au"",""l_aw_ng"",""d_oo"",""p_uh|t_ey|t_ow_z"",""n_ee_d"",""t_oo"",""b_oy_l""]","eDpsU8F_FV1wfGlWXwgPY","F1/F1-433.mp3","FEMALE"
"smeufneqkh","OW0","[3]","[2]","null","How long do *potatoes* need to boil?","HH_AW1 L_AO1_NG D_UW1 P_AH0|T_EY1|T_OW0_Z N_IY1_D T_UW1 B_OY1_L","h_au l_aw_ng d_oo p_uh|t_ey|t_ow_z n_ee_d t_oo b_oy_l","How long do po|ta|toes need to boil","null","[""How"",""long"",""do"",""*potatoes*"",""need"",""to"",""boil?""]","[""How"",""long"",""do"",""po|ta|toes"",""need"",""to"",""boil""]","[""HH_AW1"",""L_AO1_NG"",""D_UW1"",""P_AH0|T_EY1|T_OW0_Z"",""N_IY1_D"",""T_UW1"",""B_OY1_L""]","[""h_au"",""l_aw_ng"",""d_oo"",""p_uh|t_ey|t_ow_z"",""n_ee_d"",""t_oo"",""b_oy_l""]","aS7eHB7ZttmvIYfnIke9_","F2/F2-433.mp3","FEMALE"
"smeufneqkh","OW0","[3]","[2]","null","How long do *potatoes* need to boil?","HH_AW1 L_AO1_NG D_UW1 P_AH0|T_EY1|T_OW0_Z N_IY1_D T_UW1 B_OY1_L","h_au l_aw_ng d_oo p_uh|t_ey|t_ow_z n_ee_d t_oo b_oy_l","How long do po|ta|toes need to boil","null","[""How"",""long"",""do"",""*potatoes*"",""need"",""to"",""boil?""]","[""How"",""long"",""do"",""po|ta|toes"",""need"",""to"",""boil""]","[""HH_AW1"",""L_AO1_NG"",""D_UW1"",""P_AH0|T_EY1|T_OW0_Z"",""N_IY1_D"",""T_UW1"",""B_OY1_L""]","[""h_au"",""l_aw_ng"",""d_oo"",""p_uh|t_ey|t_ow_z"",""n_ee_d"",""t_oo"",""b_oy_l""]","R1T2Q68jlil25Q0zeaDWt","M1/M1-433.mp3","MALE"
"mrqkauuuqf","null","null","null","null","spoken","S_P_OW1|K_AH0_N","s_p_ow|k_uh_n","spo|ken","null","[""spoken""]","[""spo|ken""]","[""S_P_OW1|K_AH0_N""]","[""s_p_ow|k_uh_n""]","d6W0w0PhVxTwpkkWuqTjG","F1/F1-486.mp3","FEMALE"
"mrqkauuuqf","null","null","null","null","spoken","S_P_OW1|K_AH0_N","s_p_ow|k_uh_n","spo|ken","null","[""spoken""]","[""spo|ken""]","[""S_P_OW1|K_AH0_N""]","[""s_p_ow|k_uh_n""]","xGPEiMLr7qvASKcwiDLnL","F2/F2-486.mp3","FEMALE"
"mrqkauuuqf","null","null","null","null","spoken","S_P_OW1|K_AH0_N","s_p_ow|k_uh_n","spo|ken","null","[""spoken""]","[""spo|ken""]","[""S_P_OW1|K_AH0_N""]","[""s_p_ow|k_uh_n""]","OVBVvhLeQBuUx0lKVpELH","M1/M1-486.mp3","MALE"
"hxevuawgxc","AA1","[4]","[0]","null","This movie is just *awesome*.","DH_IH1_S M_UW1|V_IY0 IH1_Z JH_AH1_S_T AA1|S_AH0_M","th_i_s m_oo|v_ee i_z dj_uh_s_t aw|s_uh_m","This mov|ie is just awe|some","null","[""This"",""movie"",""is"",""just"",""*awesome*.""]","[""This"",""mov|ie"",""is"",""just"",""awe|some""]","[""DH_IH1_S"",""M_UW1|V_IY0"",""IH1_Z"",""JH_AH1_S_T"",""AA1|S_AH0_M""]","[""th_i_s"",""m_oo|v_ee"",""i_z"",""dj_uh_s_t"",""aw|s_uh_m""]","Ovms_5lCvw6Exu0qghR59","F1/F1-434.mp3","FEMALE"
"hxevuawgxc","AA1","[4]","[0]","null","This movie is just *awesome*.","DH_IH1_S M_UW1|V_IY0 IH1_Z JH_AH1_S_T AA1|S_AH0_M","th_i_s m_oo|v_ee i_z dj_uh_s_t aw|s_uh_m","This mov|ie is just awe|some","null","[""This"",""movie"",""is"",""just"",""*awesome*.""]","[""This"",""mov|ie"",""is"",""just"",""awe|some""]","[""DH_IH1_S"",""M_UW1|V_IY0"",""IH1_Z"",""JH_AH1_S_T"",""AA1|S_AH0_M""]","[""th_i_s"",""m_oo|v_ee"",""i_z"",""dj_uh_s_t"",""aw|s_uh_m""]","oD298j_AeQIRBU-8rKqZo","F2/F2-434.mp3","FEMALE"
"hxevuawgxc","AA1","[4]","[0]","null","This movie is just *awesome*.","DH_IH1_S M_UW1|V_IY0 IH1_Z JH_AH1_S_T AA1|S_AH0_M","th_i_s m_oo|v_ee i_z dj_uh_s_t aw|s_uh_m","This mov|ie is just awe|some","null","[""This"",""movie"",""is"",""just"",""*awesome*.""]","[""This"",""mov|ie"",""is"",""just"",""awe|some""]","[""DH_IH1_S"",""M_UW1|V_IY0"",""IH1_Z"",""JH_AH1_S_T"",""AA1|S_AH0_M""]","[""th_i_s"",""m_oo|v_ee"",""i_z"",""dj_uh_s_t"",""aw|s_uh_m""]","cOYVSJkhaywr-MQHxunnc","M1/M1-434.mp3","MALE"
"bneeashsvn","null","null","null","null","hall","HH_AO1_L","h_aw_l","hall","null","[""hall""]","[""hall""]","[""HH_AO1_L""]","[""h_aw_l""]","A1jjpQvwMjSmmRPIwPo-B","F1/F1-452.mp3","FEMALE"
"bneeashsvn","null","null","null","null","hall","HH_AO1_L","h_aw_l","hall","null","[""hall""]","[""hall""]","[""HH_AO1_L""]","[""h_aw_l""]","A1jjpQvwMjSmmRPIwPo-B","F1/F1-452.mp3","FEMALE"
"bneeashsvn","null","null","null","null","hall","HH_AO1_L","h_aw_l","hall","null","[""hall""]","[""hall""]","[""HH_AO1_L""]","[""h_aw_l""]","A1jjpQvwMjSmmRPIwPo-B","F1/F1-452.mp3","FEMALE"
"bneeashsvn","null","null","null","null","hall","HH_AO1_L","h_aw_l","hall","null","[""hall""]","[""hall""]","[""HH_AO1_L""]","[""h_aw_l""]","evCKJocFmCXfdRnr_Pw6f","F2/F2-452.mp3","FEMALE"
"bneeashsvn","null","null","null","null","hall","HH_AO1_L","h_aw_l","hall","null","[""hall""]","[""hall""]","[""HH_AO1_L""]","[""h_aw_l""]","evCKJocFmCXfdRnr_Pw6f","F2/F2-452.mp3","FEMALE"
"bneeashsvn","null","null","null","null","hall","HH_AO1_L","h_aw_l","hall","null","[""hall""]","[""hall""]","[""HH_AO1_L""]","[""h_aw_l""]","evCKJocFmCXfdRnr_Pw6f","F2/F2-452.mp3","FEMALE"
"bneeashsvn","null","null","null","null","hall","HH_AO1_L","h_aw_l","hall","null","[""hall""]","[""hall""]","[""HH_AO1_L""]","[""h_aw_l""]","3q6ihYkxi_k99lRx3AXvy","M1/M1-452.mp3","MALE"
"bneeashsvn","null","null","null","null","hall","HH_AO1_L","h_aw_l","hall","null","[""hall""]","[""hall""]","[""HH_AO1_L""]","[""h_aw_l""]","3q6ihYkxi_k99lRx3AXvy","M1/M1-452.mp3","MALE"
"bneeashsvn","null","null","null","null","hall","HH_AO1_L","h_aw_l","hall","null","[""hall""]","[""hall""]","[""HH_AO1_L""]","[""h_aw_l""]","3q6ihYkxi_k99lRx3AXvy","M1/M1-452.mp3","MALE"
"fwacbcftjw","null","null","null","null","loan","L_OW1_N","l_ow_n","loan","null","[""loan""]","[""loan""]","[""L_OW1_N""]","[""l_ow_n""]","vf-WZNQlt6VmugqI6GCJA","F1/F1-453.mp3","FEMALE"
"fwacbcftjw","null","null","null","null","loan","L_OW1_N","l_ow_n","loan","null","[""loan""]","[""loan""]","[""L_OW1_N""]","[""l_ow_n""]","vf-WZNQlt6VmugqI6GCJA","F1/F1-453.mp3","FEMALE"
